time,temp_min_daily,temp_max_daily,temp_mean_daily,temp_grass_mean_daily,temp_soil_min_daily,temp_soil_max_daily,temp_soil_mean_daily,humidity_daily,wind_direction_daily,wind_gust_max_daily,wind_speed_daily,precip_total_daily,precip_duration_daily,radiation_global_daily,sunshine_duration_daily,KarupBro,ET0
2005-01-06,4.2,8.5,5.983333333333333,5.4875,3.5,4.4,3.95,84.29166666666667,259.8333333333333,18.0,7.1875,3.0,43.0,583.0,222.0,4067.56,47.19780344805457
2005-01-07,8.4,10.4,9.279166666666669,8.945833333333333,4.3,6.6,5.7375,89.83333333333333,256.0833333333333,22.0,11.520833333333334,8.1,116.0,110.0,0.0,3897.92,8.592269465978468
2005-01-08,5.0,9.8,7.941666666666666,7.429166666666667,5.0,6.6,6.220833333333334,80.33333333333333,247.375,35.3,15.1,7.4,116.0,141.0,0.0,6825.44,9.353222232991804
2005-01-09,4.8,7.7,6.641666666666667,6.2125,4.6,5.4,4.9,80.75,260.4583333333333,22.7,9.554166666666667,3.2,33.0,560.0,163.5,7728.65,40.720919232211486
2005-01-10,6.6,10.9,9.395833333333334,9.033333333333331,5.3,7.0,6.325,86.41666666666667,246.70833333333331,23.0,11.095833333333331,3.2,43.0,172.0,0.0,7185.19,13.57795986744464
2005-01-11,5.1,8.4,6.945833333333333,6.445833333333333,5.1,6.5,5.65,89.08333333333333,233.5,13.5,5.470833333333334,1.1,18.0,710.0,266.0,5841.43,67.1238207089266
2005-01-12,5.2,9.4,6.983333333333333,6.45,5.0,6.2,5.558333333333334,79.25,242.41666666666663,20.7,9.608333333333333,2.5,40.0,512.0,102.0,5083.44,37.93708708702893
2005-01-13,2.5,5.4,3.9625,3.329166666666667,3.2,5.0,4.108333333333333,81.54166666666667,269.7916666666667,14.8,6.570833333333333,0.7000000000000001,15.0,643.0,236.5,4465.05,49.43534226765009
2005-01-14,-1.2,6.6,3.4125,2.35,2.2,3.4,3.0083333333333333,86.0,291.5833333333333,11.3,3.145833333333333,0.0,0.0,895.0,337.0,3819.87,88.39662071942998
2005-01-15,-2.7,3.8,-0.0458333333333333,-1.025,1.4,2.2,1.6125,96.375,163.16666666666666,7.7,1.4708333333333332,0.0,0.0,562.0,140.5,3185.98,57.299998714709034
2005-01-16,0.1,3.6,1.7666666666666666,1.4583333333333333,1.4,2.6,1.9416666666666669,85.29166666666667,217.0,8.9,4.254166666666666,0.3,8.0,432.0,56.0,2815.51,35.98587364796254
2005-01-17,1.9,6.2,5.216666666666667,4.941666666666666,2.2,4.1,3.295833333333333,93.16666666666669,216.95833333333331,15.1,7.0875,1.3,23.0,165.0,0.0,2607.21,13.051991218705183
2005-01-18,-0.2,6.0,3.875,3.308333333333333,2.8,4.4,4.020833333333333,91.33333333333331,220.79166666666663,12.7,4.770833333333333,4.0,53.0,465.0,108.5,3467.64,40.61996400942147
2005-01-19,-0.1,3.8,1.7125,1.1041666666666667,2.0,2.9,2.4166666666666665,90.66666666666669,229.0,10.6,4.170833333333333,2.0,25.0,415.0,72.0,4125.68,34.61480785999954
2005-01-20,0.5,6.8,4.245833333333334,3.7125,1.9,3.3,2.5791666666666666,82.58333333333333,272.6666666666667,23.3,8.679166666666667,8.2,111.0,564.0,87.0,5692.06,38.3611915668967
2005-01-21,0.3,4.5,2.6333333333333333,2.0291666666666663,1.7,3.0,2.404166666666667,82.33333333333333,313.0,17.7,4.916666666666667,3.9,59.0,618.0,168.0,6592.91,50.582127911576386
2005-01-22,-2.9,3.6,0.2208333333333333,-0.6833333333333332,0.8,1.8,1.15,83.875,294.125,6.4,2.075,0.0,0.0,1198.0,410.0,5025.22,115.08540410042299
